complaint_id,user_id,complaint_text,created_at,category,subcategory,location,department,severity,impact,status,incident_id,source,has_evidence,user_verified
CMP-00385,USR-188,Water is leaking near Computer Lab 2 and the floor remains wet.,2026-02-09 15:18,Water & Sanitation,Drainage,Computer Lab 2,Facilities & Maintenance,Medium,Large Group,Open,,Mobile,True,False
CMP-00678,USR-097,The CCTV camera near Computer Lab 2 appears to be offline.,2026-02-09 16:46,Safety,CCTV,Computer Lab 2,Security Services,High,Large Group,Assigned,,Mobile,True,False
CMP-00764,USR-101,The door lock in Transport Bay is damaged.,2026-02-10 12:05,Hostel,Furniture,Transport Bay,Hostel Administration,High,Large Group,Resolved,,Mobile,True,False
CMP-00903,USR-209,The campus bus has not arrived at Block A - Hostel on time.,2026-02-10 12:19,Transport,Bus Delay,Block A - Hostel,Transport Services,Medium,Small Group,Open,,Web,True,False
CMP-00411,USR-187,The pathway near Transport Bay is damaged and difficult to use.,2026-02-10 13:04,Infrastructure,Furniture,Transport Bay,Facilities & Maintenance,Medium,Multiple Users,Closed,,Web,False,False
CMP-00985,USR-240,The CCTV camera near Canteen appears to be offline.,2026-02-10 13:33,Safety,Lighting,Canteen,Security Services,High,Multiple Users,Reopened,,Web,False,True
CMP-00336,USR-123,The network keeps disconnecting in Block C - Hostel.,2026-02-10 13:38,Internet & Network,LAN,Block C - Hostel,IT Services,High,Large Group,Closed,,Mobile,False,False
CMP-00791,USR-216,Waste bins near Computer Lab 2 are overflowing.,2026-02-10 14:14,Cleaning,Common Area,Computer Lab 2,Housekeeping,Medium,Individual,Resolved,,Web,False,False
CMP-00010,USR-216,The washroom in Central Library has not been cleaned properly.,2026-02-10 15:00,Cleaning,Waste Disposal,Central Library,Housekeeping,Medium,Individual,Closed,,Mobile,False,True
CMP-00023,USR-241,The projector in CSE Block is not displaying properly.,2026-02-10 15:53,Classroom Equipment,Projector,CSE Block,Academic Infrastructure,Medium,Multiple Users,Reopened,,Mobile,False,True
CMP-00485,USR-065,The campus bus has not arrived at Block C - Hostel on time.,2026-02-10 18:59,Transport,Driver,Block C - Hostel,Transport Services,Medium,Multiple Users,Assigned,,Web,True,False
CMP-00099,USR-107,There has been no water supply in Block C - Hostel since since yesterday.,2026-02-10 20:39,Water & Sanitation,Drainage,Block C - Hostel,Facilities & Maintenance,High,Large Group,Resolved,,Web,False,True
CMP-00902,USR-217,The washroom in Parking Area has not been cleaned properly.,2026-02-11 13:21,Cleaning,Room Cleaning,Parking Area,Housekeeping,Medium,Small Group,Reopened,,Web,True,False
CMP-00011,USR-225,The projector in Parking Area is not displaying properly.,2026-02-11 16:49,Classroom Equipment,Microphone,Parking Area,Academic Infrastructure,Medium,Large Group,Open,,Web,False,False
CMP-00704,USR-056,The furniture in Canteen is broken and needs repair.,2026-02-11 17:08,Hostel,Furniture,Canteen,Hostel Administration,Medium,Multiple Users,Closed,,Mobile,True,False
CMP-00265,USR-052,The furniture in Block C - Hostel is broken and needs repair.,2026-02-12 11:51,Hostel,Food,Block C - Hostel,Hostel Administration,Medium,Individual,Resolved,,Mobile,False,False
CMP-00193,USR-153,The network keeps disconnecting in Block B - Hostel.,2026-02-12 14:17,Internet & Network,LAN,Block B - Hostel,IT Services,High,Multiple Users,Assigned,,Mobile,False,False
CMP-00240,USR-068,The network keeps disconnecting in Block B - Hostel.,2026-02-12 15:29,Internet & Network,LAN,Block B - Hostel,IT Services,High,Large Group,Reopened,INC-020,Web,True,True
CMP-00722,USR-123,There is a power outage affecting Block B - Hostel.,2026-02-12 17:03,Electricity,Fan,Block B - Hostel,Electrical Maintenance,High,Multiple Users,Reopened,INC-033,Web,True,False
CMP-00590,USR-196,The queue at Block B - Hostel is unusually long during lunch.,2026-02-12 18:07,Canteen,Payment,Block B - Hostel,Food Services,Low,Small Group,Closed,,Mobile,True,True
CMP-00381,USR-149,Waste bins near Block A - Hostel are overflowing.,2026-02-12 20:17,Cleaning,Room Cleaning,Block A - Hostel,Housekeeping,Medium,Small Group,Open,,Web,False,False
CMP-00043,USR-022,The computer systems in Campus Entrance are extremely slow.,2026-02-12 21:29,Classroom Equipment,Projector,Campus Entrance,Academic Infrastructure,Medium,Large Group,Resolved,,Web,False,False
CMP-00537,USR-069,The Wi-Fi connection in ECE Block becomes very slow during afternoon.,2026-02-13 08:34,Internet & Network,LAN,ECE Block,IT Services,Medium,Large Group,Resolved,INC-033,Web,True,True
CMP-00611,USR-082,The door lock in Canteen is damaged.,2026-02-13 08:39,Hostel,Room Maintenance,Canteen,Hostel Administration,High,Multiple Users,Assigned,,Mobile,True,False
CMP-00138,USR-011,The queue at Canteen is unusually long during lunch.,2026-02-13 17:37,Canteen,Hygiene,Canteen,Food Services,Low,Multiple Users,Closed,,Web,True,True
CMP-00210,USR-211,Food served at CSE Block was cold today.,2026-02-13 20:29,Canteen,Hygiene,CSE Block,Food Services,Medium,Individual,Investigating,,Web,True,False
CMP-00638,USR-046,The fan is not working in CSE Block.,2026-02-14 11:56,Electricity,Power Outage,CSE Block,Electrical Maintenance,Medium,Multiple Users,Closed,INC-013,Web,True,True
CMP-00763,USR-236,The CCTV camera near Parking Area appears to be offline.,2026-02-14 16:10,Safety,CCTV,Parking Area,Security Services,High,Large Group,Resolved,,Mobile,False,True
CMP-00945,USR-206,The lights in Central Library are flickering repeatedly.,2026-02-15 10:25,Electricity,AC,Central Library,Electrical Maintenance,Medium,Individual,Assigned,,Web,False,False
CMP-00500,USR-128,The computer systems in Transport Bay are extremely slow.,2026-02-15 12:04,Classroom Equipment,Smart Board,Transport Bay,Academic Infrastructure,Medium,Multiple Users,Open,,Mobile,False,False
CMP-00795,USR-106,The lights in Transport Bay are flickering repeatedly.,2026-02-16 09:04,Electricity,Power Outage,Transport Bay,Electrical Maintenance,Medium,Small Group,Assigned,,Web,True,False
CMP-00017,USR-249,The network keeps disconnecting in Central Library.,2026-02-16 12:29,Internet & Network,Wi-Fi,Central Library,IT Services,High,Multiple Users,Open,,Web,False,False
CMP-00556,USR-161,The door lock in ECE Block is damaged.,2026-02-16 14:56,Hostel,Security,ECE Block,Hostel Administration,High,Multiple Users,Closed,,Mobile,True,False
CMP-00762,USR-029,The network keeps disconnecting in Parking Area.,2026-02-16 15:47,Internet & Network,Network Availability,Parking Area,IT Services,High,Large Group,Closed,INC-001,Mobile,True,True
CMP-00686,USR-067,The fan is not working in Computer Lab 1.,2026-02-16 16:07,Electricity,Fan,Computer Lab 1,Electrical Maintenance,Medium,Small Group,Investigating,,Web,True,False
CMP-00325,USR-186,The fan is not working in Block B - Hostel.,2026-02-16 18:51,Electricity,Fan,Block B - Hostel,Electrical Maintenance,Medium,Individual,Assigned,INC-007,Mobile,True,False
CMP-00208,USR-035,The washroom in Block C - Hostel has not been cleaned properly.,2026-02-17 13:53,Cleaning,Common Area,Block C - Hostel,Housekeeping,Medium,Multiple Users,Reopened,,Mobile,True,False
CMP-00542,USR-208,The queue at Sports Ground is unusually long during lunch.,2026-02-17 17:31,Canteen,Hygiene,Sports Ground,Food Services,Low,Multiple Users,Reopened,,Mobile,True,True
CMP-00066,USR-238,The door lock in Block A - Hostel is damaged.,2026-02-18 16:23,Hostel,Furniture,Block A - Hostel,Hostel Administration,High,Multiple Users,Investigating,,Web,True,False
CMP-00071,USR-181,Waste bins near Sports Ground are overflowing.,2026-02-18 19:15,Cleaning,Common Area,Sports Ground,Housekeeping,Medium,Large Group,Open,,Web,True,False
CMP-00723,USR-176,"Water pressure has been very low in Seminar Hall, especially during 6 PM–10 PM.",2026-02-18 21:47,Water & Sanitation,Washroom,Seminar Hall,Facilities & Maintenance,High,Multiple Users,Reopened,,Mobile,True,False
CMP-00388,USR-239,The Wi-Fi connection in Computer Lab 1 becomes very slow during evening.,2026-02-19 09:02,Internet & Network,Wi-Fi,Computer Lab 1,IT Services,Medium,Multiple Users,Open,INC-005,Mobile,True,False
CMP-00735,USR-057,There has been no water supply in CSE Block since for two days.,2026-02-19 10:27,Water & Sanitation,Water Pressure,CSE Block,Facilities & Maintenance,High,Multiple Users,Assigned,,Web,True,False
CMP-00152,USR-082,The CCTV camera near Computer Lab 1 appears to be offline.,2026-02-19 11:17,Safety,Lighting,Computer Lab 1,Security Services,High,Large Group,Closed,,Web,False,False
CMP-00055,USR-012,The Wi-Fi connection in Sports Ground becomes very slow during afternoon.,2026-02-19 12:14,Internet & Network,Network Availability,Sports Ground,IT Services,Medium,Multiple Users,Open,,Web,False,False
CMP-00508,USR-174,The CCTV camera near Canteen appears to be offline.,2026-02-19 17:33,Safety,Lighting,Canteen,Security Services,High,Multiple Users,Open,,Web,True,False
CMP-00489,USR-016,The furniture in Campus Entrance is broken and needs repair.,2026-02-19 18:22,Hostel,Security,Campus Entrance,Hostel Administration,Medium,Multiple Users,Investigating,,Web,False,False
CMP-00666,USR-186,Waste bins near Sports Ground are overflowing.,2026-02-19 18:42,Cleaning,Washroom Cleaning,Sports Ground,Housekeeping,Medium,Individual,Closed,,Mobile,True,False
CMP-00693,USR-214,The washroom in Seminar Hall has not been cleaned properly.,2026-02-19 19:09,Cleaning,Waste Disposal,Seminar Hall,Housekeeping,Medium,Large Group,Closed,,Mobile,True,True
CMP-00805,USR-031,Waste bins near Main Building are overflowing.,2026-02-20 08:51,Cleaning,Common Area,Main Building,Housekeeping,Medium,Individual,Reopened,,Web,True,True
CMP-00654,USR-015,"Water pressure has been very low in Block C - Hostel, especially during evening.",2026-02-20 09:58,Water & Sanitation,Drainage,Block C - Hostel,Facilities & Maintenance,High,Multiple Users,Assigned,,Web,True,False
CMP-00036,USR-050,There is a power outage affecting Parking Area.,2026-02-20 10:01,Electricity,Socket,Parking Area,Electrical Maintenance,High,Multiple Users,Resolved,,Web,True,False
CMP-00849,USR-112,The pathway near Computer Lab 2 is damaged and difficult to use.,2026-02-21 11:16,Infrastructure,Furniture,Computer Lab 2,Facilities & Maintenance,Medium,Multiple Users,Investigating,,Mobile,False,False
CMP-00643,USR-066,There is a power outage affecting Transport Bay.,2026-02-21 15:55,Electricity,Lighting,Transport Bay,Electrical Maintenance,High,Large Group,Resolved,INC-011,Mobile,True,True
CMP-00405,USR-222,There has been no water supply in CSE Block since since yesterday.,2026-02-21 20:44,Water & Sanitation,Leakage,CSE Block,Facilities & Maintenance,High,Multiple Users,Open,,Web,True,False
CMP-00178,USR-067,Waste bins near Transport Bay are overflowing.,2026-02-22 13:20,Cleaning,Room Cleaning,Transport Bay,Housekeeping,Medium,Small Group,Closed,,Mobile,True,False
CMP-00410,USR-233,Food served at Block C - Hostel was cold today.,2026-02-22 18:08,Canteen,Hygiene,Block C - Hostel,Food Services,Medium,Multiple Users,Closed,,Mobile,True,True
CMP-00041,USR-077,The door lock in Block A - Hostel is damaged.,2026-02-22 21:26,Hostel,Laundry,Block A - Hostel,Hostel Administration,High,Large Group,Open,,Web,True,False
CMP-00587,USR-045,The washroom in Main Building has not been cleaned properly.,2026-02-23 16:03,Cleaning,Washroom Cleaning,Main Building,Housekeeping,Medium,Multiple Users,Assigned,,Mobile,True,False
CMP-00921,USR-176,The CCTV camera near Sports Ground appears to be offline.,2026-02-24 10:40,Safety,CCTV,Sports Ground,Security Services,High,Large Group,Resolved,,Web,True,False
CMP-00059,USR-116,The fan is not working in Canteen.,2026-02-24 12:42,Electricity,AC,Canteen,Electrical Maintenance,Medium,Small Group,Investigating,INC-001,Mobile,True,False
CMP-00035,USR-086,The furniture in Canteen is broken and needs repair.,2026-02-24 16:30,Hostel,Security,Canteen,Hostel Administration,Medium,Multiple Users,Resolved,,Web,False,False
CMP-00780,USR-088,The door lock in Computer Lab 2 is damaged.,2026-02-24 18:57,Hostel,Food,Computer Lab 2,Hostel Administration,High,Multiple Users,Closed,,Web,False,True
CMP-00779,USR-104,The fan is not working in Block A - Hostel.,2026-02-24 21:01,Electricity,Lighting,Block A - Hostel,Electrical Maintenance,Medium,Multiple Users,Resolved,INC-005,Web,False,False
CMP-00960,USR-141,The Wi-Fi connection in Central Library becomes very slow during afternoon.,2026-02-25 11:07,Internet & Network,LAN,Central Library,IT Services,Medium,Small Group,Closed,,Web,False,True
CMP-00784,USR-129,The CCTV camera near Central Library appears to be offline.,2026-02-25 13:13,Safety,CCTV,Central Library,Security Services,High,Large Group,Open,,Web,True,False
CMP-00211,USR-221,The furniture in Computer Lab 2 is broken and needs repair.,2026-02-25 14:06,Hostel,Laundry,Computer Lab 2,Hostel Administration,Medium,Individual,Resolved,,Web,True,True
CMP-00338,USR-154,The washroom in Block B - Hostel has not been cleaned properly.,2026-02-25 15:38,Cleaning,Common Area,Block B - Hostel,Housekeeping,Medium,Small Group,Investigating,,Mobile,False,False
CMP-00980,USR-185,Food served at Seminar Hall was cold today.,2026-02-25 17:31,Canteen,Food Quality,Seminar Hall,Food Services,Medium,Large Group,Closed,,Web,False,False
CMP-00803,USR-055,There is a power outage affecting Block B - Hostel.,2026-02-25 18:23,Electricity,Lighting,Block B - Hostel,Electrical Maintenance,High,Multiple Users,Open,,Web,False,False
CMP-00316,USR-062,The projector in CSE Block is not displaying properly.,2026-02-25 20:39,Classroom Equipment,Computer,CSE Block,Academic Infrastructure,Medium,Individual,Resolved,,Mobile,False,True
CMP-00171,USR-148,There is a power outage affecting Computer Lab 2.,2026-02-25 20:55,Electricity,Lighting,Computer Lab 2,Electrical Maintenance,High,Multiple Users,Closed,,Mobile,False,True
CMP-00896,USR-030,The washroom in Block B - Hostel has not been cleaned properly.,2026-02-26 09:56,Cleaning,Common Area,Block B - Hostel,Housekeeping,Medium,Large Group,Assigned,,Mobile,True,False
CMP-00163,USR-096,The projector in Seminar Hall is not displaying properly.,2026-02-26 11:08,Classroom Equipment,Speaker,Seminar Hall,Academic Infrastructure,Medium,Large Group,Closed,,Web,True,True
CMP-00744,USR-075,The washroom in Sports Ground has not been cleaned properly.,2026-02-26 12:45,Cleaning,Washroom Cleaning,Sports Ground,Housekeeping,Medium,Small Group,Investigating,,Web,False,False
CMP-00585,USR-204,There is a power outage affecting Computer Lab 2.,2026-02-26 17:58,Electricity,Lighting,Computer Lab 2,Electrical Maintenance,High,Large Group,Closed,INC-027,Web,False,True
CMP-00621,USR-161,The furniture in Block A - Hostel is broken and needs repair.,2026-02-26 19:01,Hostel,Security,Block A - Hostel,Hostel Administration,Medium,Small Group,Open,,Web,False,False
CMP-00332,USR-172,The projector in Block A - Hostel is not displaying properly.,2026-02-26 20:31,Classroom Equipment,Projector,Block A - Hostel,Academic Infrastructure,Medium,Multiple Users,Assigned,,Mobile,False,False
CMP-00118,USR-099,Water is leaking near Transport Bay and the floor remains wet.,2026-02-26 21:28,Water & Sanitation,Water Pressure,Transport Bay,Facilities & Maintenance,Medium,Large Group,Open,,Web,False,False
CMP-00975,USR-216,The washroom in Main Building has not been cleaned properly.,2026-02-27 10:17,Cleaning,Room Cleaning,Main Building,Housekeeping,Medium,Multiple Users,Resolved,,Mobile,False,True
CMP-00916,USR-150,Food served at Transport Bay was cold today.,2026-02-27 13:40,Canteen,Payment,Transport Bay,Food Services,Medium,Multiple Users,Assigned,,Web,False,False
CMP-00877,USR-113,Water is leaking near Transport Bay and the floor remains wet.,2026-02-27 17:32,Water & Sanitation,Washroom,Transport Bay,Facilities & Maintenance,Medium,Individual,Resolved,,Web,False,True
CMP-00696,USR-168,Waste bins near Sports Ground are overflowing.,2026-02-27 17:49,Cleaning,Common Area,Sports Ground,Housekeeping,Medium,Large Group,Closed,,Mobile,True,True
CMP-00061,USR-113,The Wi-Fi connection in Computer Lab 2 becomes very slow during afternoon.,2026-02-27 18:09,Internet & Network,Network Availability,Computer Lab 2,IT Services,Medium,Individual,Open,,Web,True,False
CMP-00302,USR-001,There has been no water supply in Sports Ground since since this morning.,2026-02-27 21:29,Water & Sanitation,Water Pressure,Sports Ground,Facilities & Maintenance,High,Large Group,Open,,Web,False,False
